"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Pseudosuchia&pres=regular&interval=Late%20Triassic,Early%20Jurassic&private&pgm=gplates,scotese,seton&show=full"
"Access Time","Wed 2024-08-07 08:53:10 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Pseudosuchia"
"","pgm","gplates,scotese,seton"
"","interval","Late Triassic,Early Jurassic"
"","timerule","major"
"","taxon_status","all"
"","pres","regular"
"","show","full"
"","private","1"
"Elapsed Time","0.303"
"Records Found","1315"
"Records Returned","1315"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","permissions","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","occurrence_comments","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","geoplate","paleoage","paleolng","paleolat","paleomodel2","geoplate2","paleoage2","paleolng2","paleolat2","paleomodel3","geoplate3","paleoage3","paleolng3","paleolat3","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","composition","architecture","thickness","reinforcement"
"843294","occ","32900","","89969","","Sphenosuchidae indet.","family","38317","","Sphenosuchidae","","family","38317","Norian","","227","208.5","Spielmann and Lucas","2012","60778","Chordata","Reptilia","NO_ORDER_SPECIFIED","Sphenosuchidae","","","","1","specimens","-103.633331","35.066666","NMMNH P-4741, jaw fragment","NMMNH locality 2671","","Redondavenator holotype site","US","New Mexico","Quay","estimated from map","minutes","small collection","","gplates","101","mid","-32.55","9.64","scotese","101","mid","-43.37","9.84","seton","not computable using this model","","","","US","","Redonda","Chinle","Red Peak","bed","","","","","","","","","","""high in the Redonda Formation, just above a lacustrine shale that yields numerous semionotid fishes""; ""Apachean Land-Vertebrate Faunachron, latest Triassic"", upper Red Peak Member","","conglomerate","","","","Y","","","","","","lacustrine - small","","""These kinds of conglomerates have been interpreted as subaqueous debris-flow deposits that accumulated near the margins of small lakes in the Redonda depositional system""","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","field collection","NMMNH","","","","Hunt, Lucas","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843298","occ","","","93671","","Parasuchidae indet.","family","133090","","Parasuchidae","","family","133090","Norian","","227","208.5","Spielmann et al.","2006","31760","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","4","specimens","-103.666664","35.000000","NMMNH P-22490, 22493, 25601, 25606, rib, vertebral and scute fragments","NMMNH L-2741, Apache Canyon","","","US","New Mexico","Quay","based on nearby landmark","degrees","small collection","","gplates","101","mid","-32.59","9.58","scotese","101","mid","-43.41","9.78","seton","not computable using this model","","","","US","","Redonda","Chinle","Wallace Ranch","bed","","","","","","","","","","upper part of Redonda Formation","","not reported","","","","","","","","","","lacustrine - large","","""The depositional system of the Redonda Formation is a series of lakes extending over a large area""","macrofossils","","","","","","","","body","","","","","","","","","frequent","","","","taxonomic","field collection","NMMNH","","","","A. P. Hunt","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843392","occ","32885","","93672","","Redondasaurus gregorii","species","347629","","Redondasaurus gregorii","","species","347629","Norian","","227","208.5","Spielmann and Lucas","2012","60778","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","Machaeroprosopus","","","28","specimens","-103.666664","35.000000","NMMNH P-31094, giant skull. NMMNH P-31095, smaller skull. NMMNH P-31096-31099, 31101, 31102, 31300-31303, 31588-31591, 36183-36186, 36188, 39298,39299, 39301-39305 ","NMMNH L-4211, Apache Canyon","","","US","New Mexico","Quay","based on nearby landmark","degrees","small collection","","gplates","101","mid","-32.59","9.58","scotese","101","mid","-43.41","9.78","seton","not computable using this model","","","","US","","Redonda","Chinle","Quay","bed","","","","","","","","","","upper part of Redonda Formation, 2.3 m below a prominent ledge-forming sandstone, the ""Redonda Bench"". Apachean LVF.","""infraformational conglomerate fining upward into a bentonitic mudstone""","conglomerate","","","","Y","mudstone","bentonitic","","","","channel lag","","Small-scale channel draining into a lake","macrofossils,mesofossils","none","some","limb elements,dermal scales","skulls","","","","body","good","parautochthonous","snapshot","","-single event","random","common","medium","occasional","none","none","","taxonomic","selective quarrying,surface (in situ),field collection","NMMNH","","","","P. Sealey","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843393","occ","32886","","93672","","n. gen. Apachesuchus n. sp. heckerti","species","347477","","Apachesuchus heckerti","","species","347477","Norian","","227","208.5","Spielmann and Lucas","2012","60778","Chordata","Reptilia","NO_ORDER_SPECIFIED","Stagonolepididae","Apachesuchus","","","1","specimens","-103.666664","35.000000","NMMNH P-31100, 63426, 63427, three paramedian plates","NMMNH L-4211, Apache Canyon","","","US","New Mexico","Quay","based on nearby landmark","degrees","small collection","","gplates","101","mid","-32.59","9.58","scotese","101","mid","-43.41","9.78","seton","not computable using this model","","","","US","","Redonda","Chinle","Quay","bed","","","","","","","","","","upper part of Redonda Formation, 2.3 m below a prominent ledge-forming sandstone, the ""Redonda Bench"". Apachean LVF.","""infraformational conglomerate fining upward into a bentonitic mudstone""","conglomerate","","","","Y","mudstone","bentonitic","","","","channel lag","","Small-scale channel draining into a lake","macrofossils,mesofossils","none","some","limb elements,dermal scales","skulls","","","","body","good","parautochthonous","snapshot","","-single event","random","common","medium","occasional","none","none","","taxonomic","selective quarrying,surface (in situ),field collection","NMMNH","","","","P. Sealey","","","","terrestrial","","actively mobile","","","herbivore","","","","phosphatic","","",""
"843424","occ","22814","","93685","","Redondasaurus gregorii","species","347629","","Redondasaurus gregorii","","species","347629","Norian","","227","208.5","Hunt and Lucas","1993","28127","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","Machaeroprosopus","","","1","individuals","-103.152702","36.937901","OMNH 1250, skull","Sloan Canyon phytosaur (UNM 1064)","","","US","New Mexico","Union","stated in text","4","small collection","""north side of Sloan Canyon Creek 200 yards downstream from the crossing of US Highway 64, 12 miles west of Kenton, Oklahoma""; NE 1/4 SW 1/4 NE 1/4 sec. 12  T31N R35E","gplates","101","mid","-31.86","11.43","scotese","101","mid","-42.75","11.65","seton","not computable using this model","","","","US","","Travesser","","","bed","","","","","","","","","","Originally identified as in the Sloan Canyon Formation; later suggested to be from the upper Travesser Formation. Apachean","""soft purple-maroon shale""","""shale""","","","","Y","","","","","","terrestrial indet.","","","macrofossils","some","","","skulls","","","","body","good","","snapshot","","","","","","occasional","","","","taxonomic","selective quarrying,surface (in situ),field collection","","","","","D. E. Savage","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843437","occ","","","75656","","Rauisuchidae indet.","unranked clade","38249","","Rauisuchidae","","unranked clade","38249","Norian","","227","208.5","Hunt and Lucas","1993","31825","Chordata","Reptilia","","Rauisuchidae","","","","1","specimens","-108.467224","35.413891","NMMNH P-22468, caudal vertebra","NMMNH L-1500","","","US","New Mexico","McKinley","stated in text","seconds","small collection","Zuni Mountaina area; NW corner of sec 30, T14N, R15W","gplates","101","mid","-36.43","10.68","scotese","133","mid","-51.24","10.78","seton","not computable using this model","","","","US","FED","Chinle","","Blue Mesa","bed","","","","","","","","","","Adamanian LVF; radiometric dates suggest that the Chinle is entirely Norian in age. Also known as the Blue Mesa Creek Member of the Chinle Formation. Lowermost part of member","","sandstone","","","","Y","","","","","","terrestrial indet.","","","macrofossils","none","none","","vertebrae","","","","body","","","","","","","","","","","","","biostratigraphic","field collection","NMMNH","","","","A. P. Hunt & S. G. Lucas","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843438","occ","","","93690","","Phytosauridae indet.","unranked clade","38293","replaced by","Mystriosuchinae","","subfamily","159225","Norian","","227","208.5","Hunt and Lucas","1993","31825","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","","","-108.216667","35.400002","","Thoreau area","","","US","New Mexico","McKinley","based on nearby landmark","minutes","","","gplates","101","mid","-36.23","10.62","scotese","133","mid","-51.04","10.73","seton","not computable using this model","","","","US","","Chinle","","Petrified Forest/Owl Rock","bed","","","","","","","","","","Either the Painted Desert Member of the Petrified Forest Formation or the Owl Rock Formation (= Petrified Forest and Owl Rock members of Chinle Fm).  Therefore equivalent to Petrified Forest/Owl Rock Members of the Chinle Fm.","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","Camp","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"845876","occ","","","94088","","Phytosauridae indet.","unranked clade","38293","replaced by","Mystriosuchinae","","subfamily","159225","Tuvalian","","233.4","227","Lucas et al.","1987","31958","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","1","specimens","-102.451897","36.914398","Articular","Picket House Draw, Cimarron","","Trujillo Creek","US","Oklahoma","Cimarron","stated in text","4","small collection","SW 1/4 SW1/4 SW1/4 SE1/4, sec. 7, T5N, R6E","gplates","101","mid","-30.01","13.31","scotese","101","mid","-39.34","8.43","seton","not computable using this model","","","","US","","Baldy Hill","","Cobert Canyon Sandstone","bed","","","","","","","","","","Top of the Baldy Hill Formation. Baldy Hill listed as Upper Carnian by Long & Murry (1995)","","sandstone","","","conglomeratic","Y","","","","","","terrestrial indet.","","","macrofossils","none","none","","partial skulls,limb elements","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","E. Bloesch","1941","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"845884","occ","","","94091","","Rutiodon ? sp.","genus","38299","","Rutiodon","","genus","38299","Norian","","227","208.5","Lucas et al.","1987","31958","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","Rutiodon","","","1","specimens","-103.206802","36.966999","UNM MV-2055, fragment of right premaxilla","UNM 1069","","","US","New Mexico","Union","stated in text","4","small collection","NW 1/4 NW 1/4 SE 1/4 NE 1/4, sec. 33, T32N, R35E ","gplates","101","mid","-31.90","11.46","scotese","101","mid","-42.79","11.69","seton","not computable using this model","","","","US","","Travesser","","","bed","","","","","","","","","","Travesser Formation listed as lower Norian by Long & Murry (1995)","""Most vertebrate fossils in the Travesser Formation are from intraformational fluvial conglomerates""","conglomerate","","","","","","","","","","fluvial indet.","","","macrofossils","none","none","","partial skulls","","","","body","","","","","","","","","","","","","biostratigraphic","survey of museum collection","UNM","","","","","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"845885","occ","","","94092","","Phytosauridae ? indet.","unranked clade","38293","replaced by","Mystriosuchinae","","subfamily","159225","Norian","","227","208.5","Lucas et al.","1987","31958","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","1","specimens","-103.152702","36.937901","UNM MV-2029, three fragments of rostrum","UNM 1050","","","US","New Mexico","Union","stated in text","4","small collection","NW 1/4 NW 1/4 SE 1/4 NE 1/4, sec. 12, T31N, R35E ","gplates","101","mid","-31.86","11.43","scotese","101","mid","-42.75","11.65","seton","not computable using this model","","","","US","","Travesser","","","bed","","","","","","","","","","Travesser Formation listed as lower Norian by Long & Murry (1995)","""Most vertebrate fossils in the Travesser Formation are from intraformational fluvial conglomerates""","conglomerate","","","","","","","","","","fluvial indet.","","","macrofossils","none","none","","partial skulls","","","","body","","","","","","","","","","","","","biostratigraphic","survey of museum collection","UNM","","","","","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"845912","occ","22843","","94100","","Typothorax coccinarum","species","64940","","Typothorax coccinarum","","species","64940","Norian","","227","208.5","Long and Murry","1995","14122","Chordata","Reptilia","NO_ORDER_SPECIFIED","Stagonolepididae","Typothorax","","","1","specimens","-102.260803","36.952400","UNM MV-2059, caudal vertebra","UNM 1071, Wedding Cake Butte","","","US","New Mexico","Union","stated in text","4","small collection","NW 1/4 NW 1/4 NW 1/4 NW 1/4, sec. 1, T31N, R34E","gplates","101","mid","-31.14","11.33","scotese","101","mid","-42.03","11.59","seton","not computable using this model","","","","US","","Sloan Canyon","","","bed","","","","","","","","","","","","not reported","","","","","","","","","","lacustrine indet.","","""Majority of specimens in this formation found in lacustrine beach deposits""","macrofossils","none","none","","vertebrae","","","","body","medium","","","","","","","","","","","","biostratigraphic","field collection","UNM","some macrofossils","","","","","","","terrestrial","","actively mobile","","","herbivore","","","","phosphatic","","",""
"845913","occ","","","94103","","Phytosauridae indet.","unranked clade","38293","replaced by","Mystriosuchinae","","subfamily","159225","Norian","","227","208.5","Lucas et al.","1987","31958","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","1","specimens","-102.260803","36.952400","UNM MV-2042, dorsal vertebra","UNM 1058","","","US","New Mexico","Union","stated in text","4","small collection","NE 1/4 SW 1/4 NE 1/4 NW 1/4, sec. 35, T32N, R35E","gplates","101","mid","-31.14","11.33","scotese","101","mid","-42.03","11.59","seton","not computable using this model","","","","US","","Sloan Canyon","","","bed","","","","","","","","","","","","not reported","","","","","","","","","","lacustrine indet.","","""Majority of specimens in this formation found in lacustrine beach deposits""","macrofossils","none","none","","vertebrae","","","","body","medium","","","","","","","","","","","","biostratigraphic","field collection","UNM","some macrofossils","","","","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
